"Mayo Test ID","Test Name","CPT Code"
"DD22F","22q11.2 Deletion/Duplication, FISH, Varies","88271 x 2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271 x 2-DNA probe, each; each additional probe set (if appropriate)
  88271 x 1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271 x 2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271 x 3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88273 w/modifier 52-Chromosomal in situ hybridization, less than 10 cells (if appropriate)
  88273-Chromosomal in situ hybridization, 10-30 cells (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"CMACB","Chromosomal Microarray, Congenital, Blood","81229"
"CHRCB","Chromosome Analysis, Congenital Disorders, Blood","88230, 88291- Tissue culture for Lymphocytes, Interpretation and report
  88262 w/modifier 52-Chromosome analysis less than15 cells (if appropriate)
  88262-Chromosome analysis with 15 to 20 cells (if appropriate)
  88262, 88285-Chromosome analysis with greater than 20 cells (if appropriate)
  88280-Chromosome analysis, greater than 2 karyotypes (if appropriate)
  88283-Additional specialized banding technique (if appropriate)"
"CHRTI","Chromosome Analysis, Skin Biopsy","88233, 88291- Tissue culture for skin/biopsy, Interpretation and report
  88262 w/modifier 52-Chromosome analysis less than 15 cells(if appropriate)
  88262-Chromosome analysis with 15 to 120 cells (if appropriate)
  88262, 88285-Chromosome analysis with greater than 20 cells (if appropriate)
  88280-Chromosome analysis, greater than 2 karyotypes (if appropriate)
  88283-Additional specialized banding technique (if appropriate)"
"CHRCV","Chromosome Analysis, Chorionic Villus Sampling","88235, 88291-Tissue culture for amniotic fluid or chorionic villus cells, Interpretation and report
  88267 w/modifier 52-Chromosome analysis, amniotic fluid or chorionic villus,"
"CULFB","Fibroblast Culture for Biochemical or Molecular Testing, Chorionic Villi/Products of Conception/Tissue","88233
  88240"
"CMAFF","Chromosomal Microarray (CMA) Familial Testing, FISH","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88273 w/modifier 52-Chromosomal in situ hybridization, less than 10 cells (if appropriate)
  88273-Chromosomal in situ hybridization, 10-30 cells (if appropriate)
  88274 w/modifier 52 Interphase in situ hybridization,"
"DDITF","Myxoid/Round Cell Liposarcoma, 12q13 (DDIT3 or CHOP) Rearrangement, FISH, Tissue","88271x2, 88291 DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"MISCF","Miscellaneous Studies Using Chromosome-Specific Probes, FISH","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88273 w/modifier 52-Chromosomal in situ hybridization, less than 10 cells (if appropriate)
  88273-Chromosomal in situ hybridization, 10-30 cells (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"EWSF","Ewing Sarcoma, 22q12 (EWSR1) Rearrangement, FISH, Tissue","88271x2 
  88291 - NA probe, each (first probe set), Interpretation and report
  88271x2 -DNA probe, each; each additional probe set (if appropriate)
  88271x1 -DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2 -DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3 -DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52 -Interphase in situ hybridization,"
"GCTF","Germ Cell Tumor (GCT), Isochromosome 12p, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"GLIOF","1p/19q Deletion in Gliomas, FISH, Tissue","88271x2, 88291- DNA probe, each (first probe set), Interpretation and report
  88271x2- DNA probe, each; each additional probe set (if appropriate)
  88271x1- DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2- DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3- DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274- w/modifier 52- Interphase in situ hybridization,"
"IMTF","Inflammatory Myofibroblastic Tumors (IMT), 2p23 (ALK) Rearrangement, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"FOXOF","Alveolar Rhabdomyosarcoma (ARMS), 13q14 (FOXO1 or FKHR) Rearrangement, FISH, Tissue","88271 x 2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271 x 2-DNA probe, each; each additional probe set (if appropriate)
  88271-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271 x 2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271 x 3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"LCAF","Lung Cancer, ALK (2p23) Rearrangement, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"PLASF","Plasma Cell Proliferative Disorder, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"SRYF","Sex-Determining Region Y, Yp11.3 Deletion, FISH","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88273 w/modifier 52-Chromosomal in situ hybridization, less than 10 cells (if appropriate)
  88273-Chromosomal in situ hybridization, 10-30 cells (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"SS18F","Synovial Sarcoma (SS), 18q11.2 (SS18 or SYT) Rearrangement, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"FUSF","Low-Grade Fibromyxoid Sarcoma (LGFMS), 16p11.2 (FUS or TLS) Rearrangement, FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"XYMF","Known 45,X, Mosaicism Reflex Analysis, FISH, Whole Blood","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
    88271x2-DNA probe, each; each additional probe set (if appropriate)
    88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
    88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
    88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
    88274 w/modifier 52-Interphase in situ hybridization,"
"CHRHB","Chromosome Analysis, Hematologic Disorders, Blood","88237, 88291-Tissue culture for neoplastic disorders; bone marrow, blood, Interpretation and report
  88264 w/ modifier 52-Chromosome analysis with less than 20 cells (if appropriate)
  88264-Chromosome analysis with 20 to 25 cells (if appropriate)
  88264,88285-Chromosome analysis with greater than 25 cells (if appropriate)
  88283-Additional specialized banding technique (if appropriate)&amp;nbsp;"
"NADF","Newborn Aneuploidy Detection, FISH, Blood","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"PADF","Prenatal Aneuploidy Detection, FISH","88271 x 2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271 x 2-DNA probe, each; each additional probe set (if appropriate)
  88271 x 1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271 x 2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271 x 3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"TFE3F","Alveolar Soft Part Sarcoma (ASPS)/Renal Cell Carcinoma (RCC), Xp11.23 (TFE3), FISH, Tissue","88271x2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271x2-DNA probe, each; each additional probe set (if appropriate)
  88271x1-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271x2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271x3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"FUROC","UroVysion for Detection of Bladder Cancer, Urine","88120"
"APOEG","Apolipoprotein E Genotyping, Blood","81401-APOE (apolipoprotein E) (eg, hyperlipoproteinemia type III, cardiovascular disease, Alzheimer disease), common variants (eg, *2, *3, *4)"
"BWRS","Beckwith-Wiedemann Syndrome/Russell-Silver Syndrome, Molecular Analysis, Varies","81401-H19 (imprinted maternally expressed transcript [non-protein coding]) (eg, Beckwith-Wiedemann syndrome), methylation analysis
  81401-KCNQ1OT1 (KCNQ1 overlapping transcript 1 [non-protein coding]) (eg, Beckwith-Wiedemann syndrome) methylation analysis� 
  88233-Tissue culture, skin or solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Tissue culture for amniotic fluid (if appropriate)
  81265-Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing or maternal cell contamination of fetal cells (if appropriate)"
"C9ORF","C9orf72 Hexanucleotide Repeat, Molecular Analysis, Varies","81479"
"CDKZ","CDKN1C Gene, Full Gene Analysis, Varies","81479
    88233-Tissue culture, skin or solid tissue biopsy (if appropriate)
    88240-Cryopreservation (if appropriate)
    88235-Amniotic fluid culture (if appropriate)
    81265-Maternal cell contamination (if appropriate)"
"DRPL","Dentatorubral-Pallidoluysian Atrophy (DRPLA) Gene Analysis, Varies","81177-ATN1 (ataxin 2) (eg, denatatorubral-pallidolyuysian atrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
"FUFXS","Fragile X, Follow-up Analysis","81244"
"FXS","Fragile X Syndrome, Molecular Analysis, Varies","81243
  88233 (if appropriate)
  88240 (if appropriate)
  88235 (if appropriate)
  81265 (if appropriate)
  81244 (if appropriate)"
"HAD","Huntington Disease, Molecular Analysis, Varies","81271-HTT (huntingtin) (eg, Huntington disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
"IHC","Mismatch Repair (MMR) Protein Immunohistochemistry Only, Tumor","88341 MLH1, MLH2, or MLH6 (if appropriate)
  88342 PMS2 (if appropriate)"
"MATCC","Maternal Cell Contamination, Molecular Analysis, Varies","81265
  &amp;nbsp;
  Fibroblast Culture for Genetic Test
  88233-(if appropriate)
  88240-(if appropriate)
  &amp;nbsp;
  Amniotic Fluid Culture/Genetic Test
  88235-(if appropriate)
  88240-(if appropriate)
  &amp;nbsp;
  Each additional specimen
  81266"
"BRMLH","MLH1 Hypermethylation and BRAF Mutation Analysis, Tumor","Slide Review
  88381-Microdissection, manual
    &amp;nbsp;
  81210-BRAF (v-raf murine sarcoma viral oncogene homolog B1) (eg, colon cancer), gene analysis, V600E variant, if appropriate
  81288-MLH1 promoter methylation analysis, if appropriate"
"ML1HM","MLH1 Hypermethylation Analysis, Tumor","81288
    88381"
"MLHPB","MLH1 Hypermethylation Analysis, Blood","81288"
"PRSSZ","PRSS1 Gene, Full Gene Analysis, Varies","81404-PRSS1 (protease, serine, 1 [trypsin 1]) (eg, hereditary pancreatitis), full gene sequence"
"PWAS","Prader-Willi/Angelman Syndrome, Molecular Analysis, Varies","81331-SNRPN/UBE3A, (small nuclear ribonucleoprotein polypeptide Nand ubiquitin protein ligase E3A) (eg, Prader-Willi syndrome and/or Angelman syndrome), methylation analysis
  88235-Tissue culture for amniotic fluid (if appropriate)
  88240-Cryopreservation (if appropriate)
  81265-Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing or maternal cell contamination of fetal cells (if appropriate)"
"SBULB","Spinobulbar Muscular Atrophy (Kennedy Disease), Molecular Analysis, Varies","81204-AR (androgen receptor)(eg, spinal and bulba muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; characterization of alleles (eg, expanded size or methylation status)"
"UNIPD","Uniparental Disomy, Varies","81402 � proband
  81402 (if appropriate for parental specimen)"
"YMCRO","Y Chromosome Microdeletions, Molecular Detection, Varies","81403-DAZ/SRY (deleted in azoospermia and sex determining region Y) (eg, male infertility), common deletions (eg, AZFa, AZFb, AZFc, AZFd)"
"MULT","Zygosity Testing (Multiple Births), Varies","81265-Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing or maternal cell contamination of fetal cells
  &amp;nbsp;
  88233-Tissue culture, skin or solid tissue biopsy (if appropriate)
  88235-Tissue culture for amniotic fluid (if appropriate)
  88240-Cryopreservation (if appropriate)
  81266-Each additional specimen (eg additional cord blood donor, additional fetal samples from different cultures, or additional zygosity in multiple birth pregnancies) (as needed)"
"PLABN","Platelet Antibody Screen, Serum","86022"
"HCYSS","Homocysteine, Total, Serum","83090"
"SCTF","Sex Chromosome Determination, FISH, Tissue","88271 x 2, 88291-DNA probe, each (first probe set), Interpretation and report
  88271 x 2-DNA probe, each; each additional probe set (if appropriate)
  88271-DNA probe, each; coverage for sets containing 3 probes (if appropriate)
  88271 x 2-DNA probe, each; coverage for sets containing 4 probes (if appropriate)
  88271 x 3-DNA probe, each; coverage for sets containing 5 probes (if appropriate)
  88274 w/modifier 52-Interphase in situ hybridization,"
"MSTF","Myeloid Sarcoma, FISH, Tissue","88291
  88271 x 2 (if appropriate)
  88271 x 2 (if appropriate)
  88271 (if appropriate)
  88271 x 2 (if appropriate)
  88271 x 3 (if appropriate)
  88274 w/modifier 52 (if appropriate)
  88274 (if appropriate)
  88275 (if appropriate)"
